id,user_email,family_size,house_type,resident_name,house_no,apartment_name,flat_no,street,landmark,ward_number,local_body,district,pincode,milk_packets,deliveries,oil_type,bottles,segregation,hks_frequency,receipt
625,user112@gmail.com,6+,Apartment,Resident_112,275/19,,,Main Road,Near School,Ward 14,Municipality,Kannur,689930,6,10,Loose / refill,4-7,Never,Rarely,No
626,user113@gmail.com,4-5,Apartment,Resident_113,217/12,,,Main Road,Near School,Ward 13,Municipality,Kozhikode,681380,2,17,Plastic bottle,None,Sometimes,Every 2-3 months,Yes
627,user114@gmail.com,4-5,Large house,Resident_114,387/11,,,Main Road,Near School,Ward 4,Municipality,Alappuzha,686665,2,17,Loose / refill,None,Never,Every 2-3 months,No
628,user115@gmail.com,6+,Small house,Resident_115,49/8,,,Main Road,Near School,Ward 7,Municipality,Ernakulam,685541,6,2,Loose / refill,4-7,Never,Every 2-3 months,Yes
629,user116@gmail.com,4-5,Small house,Resident_116,406/16,,,Main Road,Near School,Ward 11,Municipality,Wayanad,679581,3,13,Plastic packet,1-3,Never,Never,Yes
630,user117@gmail.com,6+,Small house,Resident_117,414/8,,,Main Road,Near School,Ward 2,Municipality,Kozhikode,675280,3,4,Plastic packet,7+,Never,Never,Yes
631,user118@gmail.com,2-3,Apartment,Resident_118,314/9,,,Main Road,Near School,Ward 19,Municipality,Idukki,685008,1,19,Plastic bottle,1-3,Never,Every 2-3 months,Yes
632,user119@gmail.com,4-5,Small house,Resident_119,129/16,,,Main Road,Near School,Ward 11,Municipality,Pathanamthitta,675482,2,14,Loose / refill,None,Never,Rarely,No
633,user120@gmail.com,2-3,Large house,Resident_120,243/17,,,Main Road,Near School,Ward 23,Municipality,Thrissur,677005,3,7,Loose / refill,7+,Never,Rarely,No
634,user121@gmail.com,2-3,Apartment,Resident_121,279/12,,,Main Road,Near School,Ward 17,Municipality,Idukki,671403,2,3,Plastic bottle,1-3,Sometimes,Every 2-3 months,Yes
635,user122@gmail.com,4-5,Large house,Resident_122,81/13,,,Main Road,Near School,Ward 12,Municipality,Kasaragod,684588,4,13,Loose / refill,4-7,Always,Rarely,Yes
636,user123@gmail.com,4-5,Large house,Resident_123,477/16,,,Main Road,Near School,Ward 13,Municipality,Thrissur,686263,2,19,Plastic packet,7+,Never,Never,No
637,user124@gmail.com,6+,Small house,Resident_124,266/10,,,Main Road,Near School,Ward 15,Municipality,Kottayam,675448,3,6,Plastic bottle,1-3,Always,Every 2-3 months,No
638,user125@gmail.com,2-3,Large house,Resident_125,472/10,,,Main Road,Near School,Ward 19,Municipality,Kasaragod,680957,2,12,Plastic bottle,1-3,Never,Never,No
639,user126@gmail.com,4-5,Apartment,Resident_126,248/12,,,Main Road,Near School,Ward 17,Municipality,Palakkad,675484,3,14,Plastic packet,4-7,Always,Never,No
640,user127@gmail.com,6+,Large house,Resident_127,105/19,,,Main Road,Near School,Ward 10,Municipality,Pathanamthitta,683768,6,8,Plastic packet,7+,Sometimes,Rarely,No
641,user128@gmail.com,4-5,Apartment,Resident_128,95/8,,,Main Road,Near School,Ward 25,Municipality,Kozhikode,687719,4,19,Plastic packet,4-7,Never,Every month,No
642,user129@gmail.com,4-5,Large house,Resident_129,433/9,,,Main Road,Near School,Ward 13,Municipality,Wayanad,678503,4,8,Plastic bottle,1-3,Sometimes,Never,Yes
643,user130@gmail.com,4-5,Large house,Resident_130,46/8,,,Main Road,Near School,Ward 20,Municipality,Kozhikode,688401,2,13,Plastic packet,1-3,Sometimes,Rarely,No
644,user131@gmail.com,2-3,Small house,Resident_131,402/11,,,Main Road,Near School,Ward 25,Municipality,Malappuram,672597,3,12,Loose / refill,None,Never,Never,Yes
645,user132@gmail.com,6+,Apartment,Resident_132,103/15,,,Main Road,Near School,Ward 20,Municipality,Kasaragod,685548,6,17,Plastic bottle,7+,Sometimes,Every 2-3 months,Yes
646,user133@gmail.com,4-5,Small house,Resident_133,336/4,,,Main Road,Near School,Ward 16,Municipality,Kasaragod,672007,2,4,Loose / refill,4-7,Sometimes,Every 2-3 months,Yes
647,user134@gmail.com,2-3,Large house,Resident_134,42/5,,,Main Road,Near School,Ward 7,Municipality,Kollam,689528,2,9,Plastic bottle,7+,Always,Every 2-3 months,No
648,user135@gmail.com,2-3,Apartment,Resident_135,482/6,,,Main Road,Near School,Ward 15,Municipality,Kannur,674385,1,16,Plastic bottle,1-3,Sometimes,Every month,No
649,user136@gmail.com,6+,Large house,Resident_136,141/11,,,Main Road,Near School,Ward 20,Municipality,Thiruvananthapuram,686278,3,14,Plastic bottle,7+,Sometimes,Every month,No
650,user137@gmail.com,4-5,Small house,Resident_137,369/9,,,Main Road,Near School,Ward 3,Municipality,Kasaragod,678707,2,11,Loose / refill,7+,Sometimes,Rarely,Yes
651,user138@gmail.com,1,Small house,Resident_138,295/9,,,Main Road,Near School,Ward 15,Municipality,Kannur,687160,1,11,Plastic bottle,None,Never,Rarely,No
652,user139@gmail.com,2-3,Large house,Resident_139,13/7,,,Main Road,Near School,Ward 3,Municipality,Kottayam,672123,3,2,Plastic bottle,None,Always,Never,No
653,user140@gmail.com,1,Large house,Resident_140,338/12,,,Main Road,Near School,Ward 22,Municipality,Palakkad,683013,0,6,Plastic packet,4-7,Always,Every 2-3 months,Yes
654,user141@gmail.com,2-3,Apartment,Resident_141,467/11,,,Main Road,Near School,Ward 15,Municipality,Thrissur,681350,1,9,Loose / refill,None,Sometimes,Every 2-3 months,Yes
655,user142@gmail.com,2-3,Large house,Resident_142,42/11,,,Main Road,Near School,Ward 21,Municipality,Palakkad,676526,3,10,Loose / refill,7+,Sometimes,Never,Yes
656,user143@gmail.com,4-5,Apartment,Resident_143,378/5,,,Main Road,Near School,Ward 1,Municipality,Alappuzha,670515,4,16,Plastic bottle,4-7,Sometimes,Every month,Yes
657,user144@gmail.com,4-5,Apartment,Resident_144,25/7,,,Main Road,Near School,Ward 2,Municipality,Ernakulam,672000,2,14,Plastic packet,1-3,Never,Every 2-3 months,Yes
658,user145@gmail.com,2-3,Apartment,Resident_145,374/19,,,Main Road,Near School,Ward 22,Municipality,Wayanad,672387,1,15,Plastic packet,1-3,Sometimes,Every 2-3 months,Yes
659,user146@gmail.com,2-3,Small house,Resident_146,94/10,,,Main Road,Near School,Ward 14,Municipality,Pathanamthitta,675696,1,15,Loose / refill,7+,Sometimes,Rarely,No
660,user147@gmail.com,6+,Large house,Resident_147,449/10,,,Main Road,Near School,Ward 22,Municipality,Ernakulam,684794,6,4,Loose / refill,None,Sometimes,Never,No
661,user148@gmail.com,6+,Small house,Resident_148,247/13,,,Main Road,Near School,Ward 5,Municipality,Thiruvananthapuram,672664,3,17,Loose / refill,None,Sometimes,Never,Yes
662,user149@gmail.com,4-5,Apartment,Resident_149,141/13,,,Main Road,Near School,Ward 21,Municipality,Alappuzha,685302,4,3,Plastic bottle,None,Never,Rarely,No
663,user150@gmail.com,4-5,Large house,Resident_150,203/12,,,Main Road,Near School,Ward 5,Municipality,Ernakulam,680366,3,14,Plastic bottle,None,Sometimes,Never,No
664,user151@gmail.com,1,Large house,Resident_151,495/3,,,Main Road,Near School,Ward 20,Municipality,Kozhikode,687825,0,6,Plastic bottle,1-3,Sometimes,Rarely,Yes
665,user152@gmail.com,6+,Apartment,Resident_152,323/20,,,Main Road,Near School,Ward 22,Municipality,Wayanad,686496,5,3,Loose / refill,None,Always,Rarely,Yes
666,user153@gmail.com,4-5,Small house,Resident_153,172/19,,,Main Road,Near School,Ward 6,Municipality,Ernakulam,674367,2,17,Loose / refill,7+,Sometimes,Every 2-3 months,Yes
667,user154@gmail.com,4-5,Small house,Resident_154,415/12,,,Main Road,Near School,Ward 12,Municipality,Alappuzha,680886,4,14,Loose / refill,4-7,Never,Every 2-3 months,Yes
668,user155@gmail.com,2-3,Large house,Resident_155,190/17,,,Main Road,Near School,Ward 20,Municipality,Alappuzha,687486,1,10,Plastic packet,1-3,Sometimes,Never,No
669,user156@gmail.com,6+,Small house,Resident_156,352/20,,,Main Road,Near School,Ward 11,Municipality,Kottayam,679175,3,12,Plastic bottle,None,Sometimes,Never,Yes
670,user157@gmail.com,6+,Apartment,Resident_157,9/1,,,Main Road,Near School,Ward 9,Municipality,Idukki,679022,5,17,Loose / refill,4-7,Always,Every month,No
671,user158@gmail.com,4-5,Large house,Resident_158,351/4,,,Main Road,Near School,Ward 12,Municipality,Kannur,671815,3,14,Plastic packet,None,Always,Every month,Yes
672,user159@gmail.com,1,Large house,Resident_159,87/10,,,Main Road,Near School,Ward 3,Municipality,Kannur,681551,0,12,Plastic packet,1-3,Always,Never,Yes
673,user160@gmail.com,4-5,Small house,Resident_160,55/18,,,Main Road,Near School,Ward 10,Municipality,Malappuram,672541,2,10,Plastic packet,1-3,Always,Rarely,Yes
674,user161@gmail.com,4-5,Apartment,Resident_161,337/10,,,Main Road,Near School,Ward 6,Municipality,Wayanad,687273,3,6,Loose / refill,None,Sometimes,Every 2-3 months,Yes
675,user162@gmail.com,4-5,Small house,Resident_162,283/5,,,Main Road,Near School,Ward 4,Municipality,Kozhikode,670998,2,16,Loose / refill,7+,Never,Rarely,No
676,user163@gmail.com,2-3,Small house,Resident_163,355/8,,,Main Road,Near School,Ward 22,Municipality,Kottayam,676480,1,12,Plastic bottle,1-3,Always,Never,Yes
677,user164@gmail.com,2-3,Small house,Resident_164,219/15,,,Main Road,Near School,Ward 25,Municipality,Thrissur,677428,3,6,Plastic bottle,7+,Sometimes,Every 2-3 months,Yes
678,user165@gmail.com,2-3,Large house,Resident_165,249/19,,,Main Road,Near School,Ward 2,Municipality,Kasaragod,679626,3,7,Plastic packet,None,Sometimes,Rarely,Yes
679,user166@gmail.com,4-5,Apartment,Resident_166,196/15,,,Main Road,Near School,Ward 19,Municipality,Malappuram,672638,2,6,Loose / refill,1-3,Sometimes,Every 2-3 months,Yes
680,user167@gmail.com,6+,Apartment,Resident_167,390/20,,,Main Road,Near School,Ward 1,Municipality,Kollam,672594,4,12,Plastic bottle,7+,Always,Every month,Yes
681,user168@gmail.com,2-3,Apartment,Resident_168,109/17,,,Main Road,Near School,Ward 17,Municipality,Malappuram,674238,1,13,Plastic bottle,7+,Always,Rarely,Yes
682,user169@gmail.com,6+,Small house,Resident_169,136/12,,,Main Road,Near School,Ward 4,Municipality,Palakkad,673500,6,13,Loose / refill,7+,Never,Never,No
683,user170@gmail.com,6+,Small house,Resident_170,32/1,,,Main Road,Near School,Ward 21,Municipality,Wayanad,680719,3,18,Plastic packet,1-3,Sometimes,Every month,No
684,user171@gmail.com,2-3,Small house,Resident_171,35/18,,,Main Road,Near School,Ward 17,Municipality,Kottayam,674107,3,15,Plastic bottle,1-3,Always,Never,Yes
685,user172@gmail.com,6+,Apartment,Resident_172,226/13,,,Main Road,Near School,Ward 15,Municipality,Thrissur,679801,3,6,Loose / refill,7+,Never,Every month,No
686,user173@gmail.com,2-3,Apartment,Resident_173,86/9,,,Main Road,Near School,Ward 19,Municipality,Palakkad,675885,2,7,Loose / refill,None,Sometimes,Never,Yes
687,user174@gmail.com,6+,Large house,Resident_174,40/15,,,Main Road,Near School,Ward 14,Municipality,Kasaragod,683320,4,17,Plastic packet,1-3,Sometimes,Every month,No
688,user175@gmail.com,6+,Apartment,Resident_175,101/18,,,Main Road,Near School,Ward 24,Municipality,Kottayam,673194,6,2,Loose / refill,4-7,Sometimes,Never,No
689,user176@gmail.com,4-5,Large house,Resident_176,345/8,,,Main Road,Near School,Ward 25,Municipality,Ernakulam,673380,2,8,Plastic packet,7+,Sometimes,Never,No
690,user177@gmail.com,2-3,Large house,Resident_177,179/17,,,Main Road,Near School,Ward 6,Municipality,Palakkad,684733,1,17,Plastic bottle,4-7,Always,Rarely,Yes
691,user178@gmail.com,4-5,Apartment,Resident_178,188/2,,,Main Road,Near School,Ward 10,Municipality,Kannur,675632,4,18,Loose / refill,4-7,Never,Rarely,Yes
692,user179@gmail.com,4-5,Small house,Resident_179,243/19,,,Main Road,Near School,Ward 18,Municipality,Kannur,674724,4,10,Plastic packet,4-7,Never,Never,Yes
693,user180@gmail.com,4-5,Apartment,Resident_180,209/7,,,Main Road,Near School,Ward 3,Municipality,Pathanamthitta,688374,3,5,Plastic bottle,7+,Never,Never,Yes
694,user181@gmail.com,1,Small house,Resident_181,202/17,,,Main Road,Near School,Ward 19,Municipality,Kottayam,670692,1,20,Loose / refill,1-3,Never,Rarely,No
695,user182@gmail.com,1,Small house,Resident_182,46/9,,,Main Road,Near School,Ward 9,Municipality,Kannur,688412,1,3,Loose / refill,None,Never,Never,No
696,user183@gmail.com,2-3,Apartment,Resident_183,223/2,,,Main Road,Near School,Ward 24,Municipality,Wayanad,681673,1,8,Plastic bottle,1-3,Always,Every 2-3 months,No
697,user184@gmail.com,4-5,Large house,Resident_184,2/9,,,Main Road,Near School,Ward 4,Municipality,Kollam,679991,3,16,Loose / refill,7+,Never,Rarely,No
698,user185@gmail.com,2-3,Large house,Resident_185,340/20,,,Main Road,Near School,Ward 5,Municipality,Kannur,675559,3,5,Loose / refill,1-3,Always,Every 2-3 months,No
699,user186@gmail.com,4-5,Large house,Resident_186,160/20,,,Main Road,Near School,Ward 10,Municipality,Thiruvananthapuram,676107,3,6,Loose / refill,1-3,Sometimes,Rarely,No
700,user187@gmail.com,2-3,Small house,Resident_187,381/3,,,Main Road,Near School,Ward 5,Municipality,Kollam,672279,3,3,Plastic packet,4-7,Sometimes,Every 2-3 months,Yes
701,user188@gmail.com,4-5,Apartment,Resident_188,171/8,,,Main Road,Near School,Ward 12,Municipality,Wayanad,688696,3,6,Plastic packet,7+,Never,Never,No
702,user189@gmail.com,1,Apartment,Resident_189,436/17,,,Main Road,Near School,Ward 7,Municipality,Alappuzha,680102,0,10,Plastic bottle,4-7,Sometimes,Rarely,Yes
703,user190@gmail.com,6+,Apartment,Resident_190,309/4,,,Main Road,Near School,Ward 12,Municipality,Kasaragod,684960,3,7,Plastic packet,None,Sometimes,Rarely,No
704,user191@gmail.com,2-3,Apartment,Resident_191,38/4,,,Main Road,Near School,Ward 6,Municipality,Wayanad,689023,1,4,Plastic bottle,4-7,Always,Never,Yes
705,user192@gmail.com,2-3,Small house,Resident_192,130/19,,,Main Road,Near School,Ward 4,Municipality,Pathanamthitta,679616,2,7,Loose / refill,4-7,Never,Never,Yes
706,user193@gmail.com,1,Large house,Resident_193,50/17,,,Main Road,Near School,Ward 25,Municipality,Thiruvananthapuram,681017,1,9,Plastic bottle,4-7,Always,Every month,Yes
707,user194@gmail.com,2-3,Large house,Resident_194,134/12,,,Main Road,Near School,Ward 1,Municipality,Kozhikode,681011,3,9,Plastic packet,4-7,Sometimes,Every 2-3 months,Yes
708,user195@gmail.com,6+,Apartment,Resident_195,210/4,,,Main Road,Near School,Ward 17,Municipality,Palakkad,676644,5,15,Loose / refill,None,Never,Every month,Yes
709,user196@gmail.com,4-5,Small house,Resident_196,383/17,,,Main Road,Near School,Ward 21,Municipality,Wayanad,679018,3,2,Plastic packet,4-7,Always,Every 2-3 months,Yes
710,user197@gmail.com,2-3,Apartment,Resident_197,169/14,,,Main Road,Near School,Ward 14,Municipality,Kasaragod,675924,1,3,Plastic packet,7+,Always,Every 2-3 months,Yes
711,user198@gmail.com,6+,Apartment,Resident_198,236/11,,,Main Road,Near School,Ward 18,Municipality,Palakkad,684691,4,3,Loose / refill,4-7,Sometimes,Never,Yes
712,user199@gmail.com,6+,Apartment,Resident_199,290/12,,,Main Road,Near School,Ward 6,Municipality,Idukki,671046,6,14,Plastic packet,1-3,Never,Every month,No
713,user200@gmail.com,2-3,Apartment,Resident_200,388/19,,,Main Road,Near School,Ward 8,Municipality,Thiruvananthapuram,677614,2,2,Loose / refill,7+,Sometimes,Every month,No
714,user201@gmail.com,1,Small house,Resident_201,315/8,,,Main Road,Near School,Ward 3,Municipality,Ernakulam,688421,0,19,Plastic bottle,7+,Always,Every month,Yes
715,user202@gmail.com,1,Small house,Resident_202,323/15,,,Main Road,Near School,Ward 3,Municipality,Alappuzha,673354,1,8,Loose / refill,7+,Sometimes,Every month,No
716,user203@gmail.com,4-5,Large house,Resident_203,499/9,,,Main Road,Near School,Ward 11,Municipality,Thiruvananthapuram,683287,4,10,Loose / refill,None,Never,Every month,No
717,user204@gmail.com,2-3,Large house,Resident_204,443/2,,,Main Road,Near School,Ward 6,Municipality,Palakkad,675886,1,4,Plastic packet,4-7,Always,Every month,No
718,user205@gmail.com,2-3,Apartment,Resident_205,205/18,,,Main Road,Near School,Ward 25,Municipality,Kollam,677017,2,17,Plastic bottle,4-7,Never,Every month,No
719,user206@gmail.com,4-5,Large house,Resident_206,129/12,,,Main Road,Near School,Ward 3,Municipality,Thrissur,681616,2,4,Plastic packet,7+,Never,Every month,Yes
720,user207@gmail.com,4-5,Small house,Resident_207,316/5,,,Main Road,Near School,Ward 15,Municipality,Palakkad,678503,3,5,Plastic packet,1-3,Sometimes,Rarely,No
721,user208@gmail.com,4-5,Small house,Resident_208,359/17,,,Main Road,Near School,Ward 21,Municipality,Pathanamthitta,670315,2,10,Plastic bottle,4-7,Sometimes,Every month,Yes
722,user209@gmail.com,4-5,Small house,Resident_209,144/9,,,Main Road,Near School,Ward 18,Municipality,Kasaragod,674631,3,14,Plastic packet,1-3,Always,Never,No
723,user210@gmail.com,1,Small house,Resident_210,246/12,,,Main Road,Near School,Ward 1,Municipality,Kozhikode,689327,0,15,Loose / refill,None,Sometimes,Rarely,No
724,user211@gmail.com,4-5,Small house,Resident_211,453/11,,,Main Road,Near School,Ward 2,Municipality,Idukki,676687,2,7,Plastic packet,4-7,Sometimes,Never,No
725,user212@gmail.com,1,Small house,Resident_212,337/18,,,Main Road,Near School,Ward 11,Municipality,Kannur,682512,1,2,Plastic bottle,4-7,Never,Every month,No
726,user213@gmail.com,2-3,Small house,Resident_213,399/1,,,Main Road,Near School,Ward 8,Municipality,Kottayam,674683,2,12,Plastic packet,None,Sometimes,Every 2-3 months,No
727,user214@gmail.com,2-3,Apartment,Resident_214,279/9,,,Main Road,Near School,Ward 3,Municipality,Kozhikode,670903,1,17,Plastic packet,7+,Always,Never,No
728,user215@gmail.com,2-3,Small house,Resident_215,70/12,,,Main Road,Near School,Ward 9,Municipality,Wayanad,670737,1,12,Plastic bottle,4-7,Always,Rarely,Yes
729,user216@gmail.com,2-3,Small house,Resident_216,493/2,,,Main Road,Near School,Ward 6,Municipality,Idukki,676404,3,19,Plastic bottle,7+,Sometimes,Never,Yes
730,user217@gmail.com,1,Apartment,Resident_217,475/17,,,Main Road,Near School,Ward 12,Municipality,Alappuzha,674793,0,19,Plastic bottle,1-3,Never,Every 2-3 months,Yes
731,user218@gmail.com,2-3,Small house,Resident_218,464/17,,,Main Road,Near School,Ward 12,Municipality,Idukki,688243,1,5,Plastic bottle,4-7,Sometimes,Rarely,No
732,user219@gmail.com,2-3,Apartment,Resident_219,40/6,,,Main Road,Near School,Ward 12,Municipality,Palakkad,683587,1,17,Plastic packet,7+,Never,Never,No
733,user220@gmail.com,4-5,Large house,Resident_220,143/6,,,Main Road,Near School,Ward 2,Municipality,Thiruvananthapuram,683154,2,19,Plastic bottle,4-7,Always,Every 2-3 months,Yes
734,user221@gmail.com,2-3,Large house,Resident_221,4/14,,,Main Road,Near School,Ward 8,Municipality,Idukki,685323,3,6,Loose / refill,7+,Never,Never,Yes
735,user222@gmail.com,2-3,Apartment,Resident_222,390/1,,,Main Road,Near School,Ward 23,Municipality,Idukki,685634,1,19,Loose / refill,1-3,Always,Every month,Yes
736,user223@gmail.com,6+,Apartment,Resident_223,407/8,,,Main Road,Near School,Ward 19,Municipality,Thrissur,684937,6,6,Loose / refill,7+,Sometimes,Every 2-3 months,Yes
737,user224@gmail.com,4-5,Large house,Resident_224,445/9,,,Main Road,Near School,Ward 13,Municipality,Kasaragod,670488,3,7,Plastic bottle,1-3,Sometimes,Every 2-3 months,Yes
738,user225@gmail.com,6+,Apartment,Resident_225,335/12,,,Main Road,Near School,Ward 11,Municipality,Kozhikode,675643,4,6,Plastic bottle,7+,Sometimes,Every month,No
739,user226@gmail.com,2-3,Apartment,Resident_226,206/11,,,Main Road,Near School,Ward 18,Municipality,Thiruvananthapuram,677343,2,6,Plastic packet,4-7,Never,Every 2-3 months,No
740,user227@gmail.com,6+,Large house,Resident_227,138/12,,,Main Road,Near School,Ward 5,Municipality,Malappuram,689478,5,14,Plastic bottle,4-7,Sometimes,Every month,Yes
741,user228@gmail.com,4-5,Small house,Resident_228,202/19,,,Main Road,Near School,Ward 24,Municipality,Wayanad,681092,2,10,Loose / refill,None,Always,Every 2-3 months,Yes
742,user229@gmail.com,6+,Apartment,Resident_229,93/15,,,Main Road,Near School,Ward 7,Municipality,Thiruvananthapuram,683180,6,6,Plastic bottle,4-7,Sometimes,Rarely,Yes
743,user230@gmail.com,2-3,Small house,Resident_230,411/19,,,Main Road,Near School,Ward 20,Municipality,Kozhikode,678138,3,4,Plastic packet,7+,Always,Never,Yes
744,user231@gmail.com,2-3,Large house,Resident_231,140/9,,,Main Road,Near School,Ward 6,Municipality,Ernakulam,683520,1,11,Plastic packet,None,Always,Rarely,Yes
745,user232@gmail.com,1,Apartment,Resident_232,203/16,,,Main Road,Near School,Ward 13,Municipality,Malappuram,680347,1,7,Loose / refill,4-7,Never,Never,No
746,user233@gmail.com,2-3,Apartment,Resident_233,452/13,,,Main Road,Near School,Ward 21,Municipality,Thrissur,670522,1,15,Plastic packet,4-7,Sometimes,Every 2-3 months,No
747,user234@gmail.com,2-3,Apartment,Resident_234,27/10,,,Main Road,Near School,Ward 1,Municipality,Idukki,678052,2,16,Plastic packet,4-7,Never,Every 2-3 months,No
748,user235@gmail.com,2-3,Apartment,Resident_235,205/3,,,Main Road,Near School,Ward 12,Municipality,Kasaragod,682652,1,3,Plastic bottle,4-7,Sometimes,Rarely,No
749,user236@gmail.com,2-3,Apartment,Resident_236,9/16,,,Main Road,Near School,Ward 25,Municipality,Kollam,689980,1,11,Loose / refill,7+,Always,Every month,No
750,user237@gmail.com,1,Apartment,Resident_237,477/1,,,Main Road,Near School,Ward 6,Municipality,Idukki,673622,0,17,Plastic bottle,None,Never,Never,No
751,user238@gmail.com,4-5,Large house,Resident_238,78/16,,,Main Road,Near School,Ward 2,Municipality,Idukki,681900,2,4,Plastic packet,4-7,Sometimes,Never,Yes
752,user239@gmail.com,4-5,Apartment,Resident_239,31/3,,,Main Road,Near School,Ward 17,Municipality,Ernakulam,672134,4,17,Plastic bottle,1-3,Never,Every 2-3 months,No
753,user240@gmail.com,4-5,Large house,Resident_240,43/2,,,Main Road,Near School,Ward 6,Municipality,Thrissur,687579,3,4,Loose / refill,7+,Never,Every 2-3 months,No
754,user241@gmail.com,2-3,Apartment,Resident_241,460/8,,,Main Road,Near School,Ward 17,Municipality,Kasaragod,671451,3,4,Plastic packet,None,Sometimes,Every 2-3 months,Yes
755,user242@gmail.com,4-5,Small house,Resident_242,235/19,,,Main Road,Near School,Ward 1,Municipality,Pathanamthitta,684498,2,12,Plastic bottle,7+,Sometimes,Rarely,No
756,user243@gmail.com,4-5,Large house,Resident_243,284/17,,,Main Road,Near School,Ward 12,Municipality,Thrissur,675248,3,15,Loose / refill,1-3,Never,Never,No
757,user244@gmail.com,2-3,Small house,Resident_244,95/6,,,Main Road,Near School,Ward 23,Municipality,Kasaragod,673018,3,12,Loose / refill,7+,Sometimes,Never,No
758,user245@gmail.com,2-3,Apartment,Resident_245,346/6,,,Main Road,Near School,Ward 1,Municipality,Palakkad,683191,1,12,Plastic bottle,1-3,Never,Rarely,Yes
759,user246@gmail.com,6+,Large house,Resident_246,266/18,,,Main Road,Near School,Ward 6,Municipality,Malappuram,674956,5,6,Plastic bottle,7+,Always,Every 2-3 months,Yes
760,user247@gmail.com,2-3,Apartment,Resident_247,398/14,,,Main Road,Near School,Ward 16,Municipality,Alappuzha,687947,3,5,Plastic packet,None,Never,Never,Yes
761,user248@gmail.com,4-5,Apartment,Resident_248,51/11,,,Main Road,Near School,Ward 25,Municipality,Malappuram,675204,4,10,Loose / refill,None,Always,Never,Yes
762,user249@gmail.com,1,Apartment,Resident_249,168/3,,,Main Road,Near School,Ward 15,Municipality,Malappuram,689120,1,15,Plastic bottle,None,Never,Every 2-3 months,Yes
763,user250@gmail.com,2-3,Small house,Resident_250,321/15,,,Main Road,Near School,Ward 19,Municipality,Idukki,670490,3,3,Plastic bottle,4-7,Never,Every 2-3 months,Yes
764,user251@gmail.com,4-5,Apartment,Resident_251,203/1,,,Main Road,Near School,Ward 11,Municipality,Thrissur,684631,2,3,Plastic bottle,1-3,Always,Never,Yes
765,user252@gmail.com,2-3,Small house,Resident_252,194/6,,,Main Road,Near School,Ward 3,Municipality,Idukki,687599,3,16,Plastic bottle,4-7,Never,Never,No
766,user253@gmail.com,4-5,Apartment,Resident_253,438/10,,,Main Road,Near School,Ward 22,Municipality,Thrissur,684654,3,17,Plastic packet,None,Sometimes,Never,Yes
767,user254@gmail.com,2-3,Small house,Resident_254,111/19,,,Main Road,Near School,Ward 9,Municipality,Kottayam,688018,3,5,Plastic packet,None,Sometimes,Every month,No
768,user255@gmail.com,2-3,Small house,Resident_255,348/11,,,Main Road,Near School,Ward 8,Municipality,Kollam,687985,3,15,Plastic packet,7+,Never,Every 2-3 months,Yes
769,user256@gmail.com,4-5,Apartment,Resident_256,323/1,,,Main Road,Near School,Ward 7,Municipality,Kollam,674333,2,7,Loose / refill,None,Always,Rarely,Yes
770,user257@gmail.com,1,Large house,Resident_257,312/9,,,Main Road,Near School,Ward 21,Municipality,Thiruvananthapuram,680006,0,11,Plastic bottle,7+,Sometimes,Rarely,No
771,user258@gmail.com,6+,Apartment,Resident_258,360/8,,,Main Road,Near School,Ward 25,Municipality,Thrissur,689711,3,16,Plastic packet,None,Always,Every month,No
772,user259@gmail.com,2-3,Small house,Resident_259,129/15,,,Main Road,Near School,Ward 25,Municipality,Idukki,679158,1,11,Plastic packet,1-3,Sometimes,Every 2-3 months,No
773,user260@gmail.com,2-3,Apartment,Resident_260,307/1,,,Main Road,Near School,Ward 22,Municipality,Kollam,687982,3,3,Plastic bottle,1-3,Never,Every month,Yes
774,user261@gmail.com,6+,Apartment,Resident_261,115/20,,,Main Road,Near School,Ward 24,Municipality,Thiruvananthapuram,672658,4,19,Plastic packet,1-3,Never,Every 2-3 months,No
775,user262@gmail.com,2-3,Large house,Resident_262,498/3,,,Main Road,Near School,Ward 5,Municipality,Pathanamthitta,686429,2,17,Loose / refill,None,Always,Never,No
776,user263@gmail.com,2-3,Small house,Resident_263,191/3,,,Main Road,Near School,Ward 9,Municipality,Idukki,689907,2,7,Plastic packet,4-7,Never,Every month,Yes
777,user264@gmail.com,2-3,Large house,Resident_264,183/9,,,Main Road,Near School,Ward 22,Municipality,Thiruvananthapuram,679029,3,6,Plastic packet,4-7,Never,Every month,No
778,user265@gmail.com,1,Large house,Resident_265,441/20,,,Main Road,Near School,Ward 23,Municipality,Malappuram,686792,1,8,Plastic packet,7+,Sometimes,Every month,No
779,user266@gmail.com,1,Apartment,Resident_266,180/8,,,Main Road,Near School,Ward 1,Municipality,Idukki,689279,0,15,Plastic bottle,4-7,Sometimes,Every 2-3 months,No
780,user267@gmail.com,4-5,Large house,Resident_267,492/19,,,Main Road,Near School,Ward 22,Municipality,Thrissur,679206,4,6,Loose / refill,7+,Sometimes,Rarely,No
781,user268@gmail.com,4-5,Small house,Resident_268,90/17,,,Main Road,Near School,Ward 21,Municipality,Kannur,689973,4,7,Plastic packet,7+,Sometimes,Never,Yes
782,user269@gmail.com,6+,Large house,Resident_269,180/1,,,Main Road,Near School,Ward 25,Municipality,Kannur,675696,4,16,Loose / refill,4-7,Never,Every 2-3 months,Yes
