id,user_email,food_waste,compost,garden_waste
998,user494@gmail.com,less_250g,home_compost,no
999,user495@gmail.com,500g_1kg,worm_compost,weekly
1000,user496@gmail.com,more_1kg,worm_compost,weekly
1001,user497@gmail.com,less_250g,worm_compost,no
1002,user498@gmail.com,250g_500g,biomethanation,daily
1003,user499@gmail.com,250g_500g,mixed,daily
1004,user500@gmail.com,more_1kg,home_compost,monthly
1005,user1@gmail.com,500g_1kg,biomethanation,weekly
1006,user2@gmail.com,500g_1kg,collector,weekly
1007,user3@gmail.com,more_1kg,community,weekly
1008,user4@gmail.com,250g_500g,worm_compost,monthly
1009,user5@gmail.com,500g_1kg,mixed,no
1010,user6@gmail.com,250g_500g,worm_compost,monthly
1011,user7@gmail.com,500g_1kg,collector,weekly
1012,user8@gmail.com,500g_1kg,worm_compost,daily
1013,user9@gmail.com,250g_500g,community,monthly
1014,user10@gmail.com,250g_500g,mixed,weekly
1015,user11@gmail.com,250g_500g,home_compost,monthly
1016,user12@gmail.com,250g_500g,community,no
1017,user13@gmail.com,250g_500g,biomethanation,weekly
1018,user14@gmail.com,more_1kg,worm_compost,weekly
1019,user15@gmail.com,more_1kg,collector,monthly
1020,user16@gmail.com,500g_1kg,collector,daily
1021,user17@gmail.com,250g_500g,worm_compost,monthly
1022,user18@gmail.com,500g_1kg,home_compost,weekly
1023,user19@gmail.com,500g_1kg,mixed,no
1024,user20@gmail.com,500g_1kg,mixed,daily
1025,user21@gmail.com,500g_1kg,worm_compost,no
1026,user22@gmail.com,250g_500g,community,daily
1027,user23@gmail.com,250g_500g,home_compost,weekly
1028,user24@gmail.com,500g_1kg,community,no
1029,user25@gmail.com,less_250g,community,daily
1030,user26@gmail.com,500g_1kg,collector,weekly
1031,user27@gmail.com,more_1kg,community,daily
1032,user28@gmail.com,250g_500g,home_compost,monthly
1033,user29@gmail.com,500g_1kg,collector,monthly
1034,user30@gmail.com,500g_1kg,community,daily
1035,user31@gmail.com,500g_1kg,biomethanation,daily
1036,user32@gmail.com,250g_500g,biomethanation,daily
1037,user33@gmail.com,250g_500g,home_compost,daily
1038,user34@gmail.com,more_1kg,community,daily
1039,user35@gmail.com,500g_1kg,community,no
1040,user36@gmail.com,250g_500g,home_compost,no
1041,user37@gmail.com,500g_1kg,mixed,no
1042,user38@gmail.com,500g_1kg,community,daily
1043,user39@gmail.com,250g_500g,home_compost,no
1044,user40@gmail.com,500g_1kg,community,no
1045,user41@gmail.com,250g_500g,worm_compost,monthly
1046,user42@gmail.com,more_1kg,collector,daily
1047,user43@gmail.com,250g_500g,community,no
1048,user44@gmail.com,500g_1kg,community,weekly
1049,user45@gmail.com,500g_1kg,mixed,weekly
1050,user46@gmail.com,less_250g,collector,daily
1051,user47@gmail.com,less_250g,community,weekly
1052,user48@gmail.com,500g_1kg,biomethanation,monthly
1053,user49@gmail.com,500g_1kg,worm_compost,no
1054,user50@gmail.com,more_1kg,community,no
1055,user51@gmail.com,250g_500g,home_compost,monthly
1056,user52@gmail.com,250g_500g,community,monthly
1057,user53@gmail.com,less_250g,mixed,daily
1058,user54@gmail.com,250g_500g,home_compost,monthly
1059,user55@gmail.com,more_1kg,worm_compost,daily
1060,user56@gmail.com,more_1kg,mixed,no
1061,user57@gmail.com,500g_1kg,biomethanation,monthly
1062,user58@gmail.com,250g_500g,home_compost,monthly
1063,user59@gmail.com,250g_500g,collector,weekly
1064,user60@gmail.com,500g_1kg,home_compost,monthly
1065,user61@gmail.com,500g_1kg,mixed,weekly
1066,user62@gmail.com,less_250g,mixed,monthly
1067,user63@gmail.com,500g_1kg,community,weekly
1068,user64@gmail.com,500g_1kg,worm_compost,weekly
1069,user65@gmail.com,250g_500g,worm_compost,daily
1070,user66@gmail.com,500g_1kg,collector,no
1071,user67@gmail.com,500g_1kg,home_compost,no
1072,user68@gmail.com,more_1kg,collector,weekly
1073,user69@gmail.com,500g_1kg,collector,no
1074,user70@gmail.com,more_1kg,home_compost,no
1075,user71@gmail.com,500g_1kg,mixed,monthly
1076,user72@gmail.com,250g_500g,community,daily
1077,user73@gmail.com,500g_1kg,home_compost,daily
1078,user74@gmail.com,less_250g,worm_compost,no
1079,user75@gmail.com,250g_500g,worm_compost,no
1080,user76@gmail.com,500g_1kg,collector,daily
1081,user77@gmail.com,500g_1kg,mixed,no
1082,user78@gmail.com,more_1kg,biomethanation,daily
1083,user79@gmail.com,500g_1kg,mixed,weekly
1084,user80@gmail.com,500g_1kg,worm_compost,daily
1085,user81@gmail.com,500g_1kg,mixed,monthly
1086,user82@gmail.com,less_250g,collector,weekly
1087,user83@gmail.com,less_250g,worm_compost,no
1088,user84@gmail.com,250g_500g,home_compost,weekly
1089,user85@gmail.com,500g_1kg,community,no
1090,user86@gmail.com,250g_500g,biomethanation,no
1091,user87@gmail.com,500g_1kg,collector,no
1092,user88@gmail.com,more_1kg,home_compost,weekly
1093,user89@gmail.com,500g_1kg,biomethanation,monthly
1094,user90@gmail.com,500g_1kg,collector,daily
1095,user91@gmail.com,more_1kg,community,daily
1096,user92@gmail.com,250g_500g,home_compost,no
1097,user93@gmail.com,less_250g,biomethanation,no
1098,user94@gmail.com,more_1kg,collector,no
1099,user95@gmail.com,500g_1kg,collector,weekly
1100,user96@gmail.com,500g_1kg,biomethanation,no
1101,user97@gmail.com,500g_1kg,collector,daily
1102,user98@gmail.com,more_1kg,worm_compost,weekly
1103,user99@gmail.com,250g_500g,worm_compost,daily
1104,user100@gmail.com,250g_500g,collector,no
1105,user101@gmail.com,more_1kg,home_compost,no
1106,user102@gmail.com,500g_1kg,collector,weekly
1107,user103@gmail.com,250g_500g,worm_compost,no
1108,user104@gmail.com,more_1kg,biomethanation,weekly
1109,user105@gmail.com,500g_1kg,biomethanation,daily
1110,user106@gmail.com,500g_1kg,mixed,weekly
1111,user107@gmail.com,250g_500g,home_compost,daily
1112,user108@gmail.com,500g_1kg,community,monthly
1113,user109@gmail.com,250g_500g,mixed,daily
1114,user110@gmail.com,more_1kg,home_compost,weekly
1115,user111@gmail.com,less_250g,home_compost,no
1116,user112@gmail.com,more_1kg,mixed,weekly
1117,user113@gmail.com,less_250g,collector,daily
1118,user114@gmail.com,500g_1kg,community,monthly
1119,user115@gmail.com,more_1kg,mixed,weekly
1120,user116@gmail.com,more_1kg,collector,no
1121,user117@gmail.com,500g_1kg,biomethanation,weekly
1122,user118@gmail.com,500g_1kg,mixed,weekly
1123,user119@gmail.com,250g_500g,community,monthly
1124,user120@gmail.com,250g_500g,home_compost,no
1125,user121@gmail.com,250g_500g,biomethanation,no
1126,user122@gmail.com,more_1kg,community,daily
1127,user123@gmail.com,less_250g,worm_compost,daily
1128,user124@gmail.com,250g_500g,community,daily
1129,user125@gmail.com,500g_1kg,worm_compost,daily
1130,user126@gmail.com,500g_1kg,biomethanation,weekly
1131,user127@gmail.com,more_1kg,biomethanation,no
1132,user128@gmail.com,500g_1kg,home_compost,monthly
1133,user129@gmail.com,500g_1kg,collector,monthly
1134,user130@gmail.com,500g_1kg,community,monthly
1135,user131@gmail.com,500g_1kg,worm_compost,weekly
1136,user132@gmail.com,250g_500g,mixed,no
1137,user133@gmail.com,500g_1kg,biomethanation,no
1138,user134@gmail.com,more_1kg,community,no
1139,user135@gmail.com,500g_1kg,home_compost,daily
1140,user136@gmail.com,500g_1kg,worm_compost,monthly
1141,user137@gmail.com,250g_500g,home_compost,monthly
1142,user138@gmail.com,250g_500g,mixed,weekly
1143,user139@gmail.com,less_250g,worm_compost,monthly
1144,user140@gmail.com,less_250g,worm_compost,weekly
1145,user141@gmail.com,250g_500g,home_compost,daily
1146,user142@gmail.com,less_250g,community,monthly
1147,user143@gmail.com,500g_1kg,worm_compost,no
1148,user144@gmail.com,250g_500g,collector,no
1149,user145@gmail.com,250g_500g,collector,no
1150,user146@gmail.com,500g_1kg,mixed,no
1151,user147@gmail.com,less_250g,mixed,no
1152,user148@gmail.com,less_250g,home_compost,no
1153,user149@gmail.com,250g_500g,mixed,daily
1154,user150@gmail.com,more_1kg,community,monthly
1155,user151@gmail.com,250g_500g,home_compost,weekly
1156,user152@gmail.com,less_250g,community,monthly
1157,user153@gmail.com,250g_500g,collector,daily
1158,user154@gmail.com,250g_500g,mixed,no
1159,user155@gmail.com,250g_500g,home_compost,weekly
1160,user156@gmail.com,500g_1kg,worm_compost,no
1161,user157@gmail.com,250g_500g,community,weekly
1162,user158@gmail.com,250g_500g,worm_compost,weekly
1163,user159@gmail.com,more_1kg,community,weekly
1164,user160@gmail.com,250g_500g,home_compost,daily
1165,user161@gmail.com,500g_1kg,mixed,no
1166,user162@gmail.com,less_250g,collector,weekly
1167,user163@gmail.com,500g_1kg,collector,daily
1168,user164@gmail.com,500g_1kg,home_compost,monthly
1169,user165@gmail.com,250g_500g,home_compost,monthly
1170,user166@gmail.com,more_1kg,home_compost,daily
1171,user167@gmail.com,250g_500g,collector,weekly
1172,user168@gmail.com,250g_500g,mixed,monthly
1173,user169@gmail.com,250g_500g,collector,daily
1174,user170@gmail.com,250g_500g,biomethanation,daily
1175,user171@gmail.com,250g_500g,community,no
1176,user172@gmail.com,250g_500g,mixed,weekly
1177,user173@gmail.com,500g_1kg,mixed,daily
1178,user174@gmail.com,500g_1kg,worm_compost,weekly
1179,user175@gmail.com,more_1kg,mixed,daily
1180,user176@gmail.com,500g_1kg,worm_compost,weekly
1181,user177@gmail.com,more_1kg,biomethanation,no
1182,user178@gmail.com,more_1kg,mixed,weekly
1183,user179@gmail.com,less_250g,mixed,daily
1184,user180@gmail.com,250g_500g,collector,monthly
1185,user181@gmail.com,more_1kg,mixed,monthly
1186,user182@gmail.com,250g_500g,collector,daily
1187,user183@gmail.com,less_250g,collector,daily
1188,user184@gmail.com,250g_500g,collector,weekly
1189,user185@gmail.com,250g_500g,home_compost,no
1190,user186@gmail.com,250g_500g,home_compost,weekly
1191,user187@gmail.com,500g_1kg,biomethanation,weekly
1192,user188@gmail.com,500g_1kg,community,no
1193,user189@gmail.com,500g_1kg,collector,daily
1194,user190@gmail.com,less_250g,home_compost,daily
1195,user191@gmail.com,500g_1kg,collector,no
1196,user192@gmail.com,500g_1kg,mixed,daily
1197,user193@gmail.com,500g_1kg,collector,weekly
1198,user194@gmail.com,more_1kg,mixed,daily
1199,user195@gmail.com,500g_1kg,biomethanation,weekly
1200,user196@gmail.com,500g_1kg,mixed,daily
1201,user197@gmail.com,500g_1kg,community,monthly
1202,user198@gmail.com,500g_1kg,worm_compost,daily
1203,user199@gmail.com,more_1kg,worm_compost,monthly
1204,user200@gmail.com,250g_500g,community,no
1205,user201@gmail.com,250g_500g,community,daily
1206,user202@gmail.com,250g_500g,worm_compost,monthly
1207,user203@gmail.com,250g_500g,community,weekly
1208,user204@gmail.com,500g_1kg,worm_compost,daily
1209,user205@gmail.com,250g_500g,home_compost,no
1210,user206@gmail.com,500g_1kg,community,monthly
1211,user207@gmail.com,250g_500g,community,weekly
1212,user208@gmail.com,more_1kg,biomethanation,weekly
1213,user209@gmail.com,500g_1kg,collector,no
1214,user210@gmail.com,500g_1kg,home_compost,weekly
1215,user211@gmail.com,500g_1kg,home_compost,daily
1216,user212@gmail.com,less_250g,worm_compost,monthly
1217,user213@gmail.com,more_1kg,biomethanation,no
1218,user214@gmail.com,500g_1kg,mixed,monthly
1219,user215@gmail.com,250g_500g,collector,weekly
1220,user216@gmail.com,250g_500g,biomethanation,no
1221,user217@gmail.com,500g_1kg,community,no
1222,user218@gmail.com,more_1kg,worm_compost,daily
1223,user219@gmail.com,500g_1kg,home_compost,no
1224,user220@gmail.com,250g_500g,worm_compost,weekly
1225,user221@gmail.com,500g_1kg,biomethanation,daily
1226,user222@gmail.com,more_1kg,worm_compost,daily
1227,user223@gmail.com,more_1kg,home_compost,monthly
1228,user224@gmail.com,250g_500g,biomethanation,monthly
1229,user225@gmail.com,500g_1kg,biomethanation,no
1230,user226@gmail.com,250g_500g,home_compost,monthly
1231,user227@gmail.com,500g_1kg,community,monthly
1232,user228@gmail.com,500g_1kg,community,weekly
1233,user229@gmail.com,500g_1kg,mixed,monthly
1234,user230@gmail.com,250g_500g,community,weekly
1235,user231@gmail.com,more_1kg,mixed,weekly
1236,user232@gmail.com,250g_500g,home_compost,weekly
1237,user233@gmail.com,250g_500g,biomethanation,monthly
1238,user234@gmail.com,500g_1kg,worm_compost,monthly
1239,user235@gmail.com,500g_1kg,biomethanation,monthly
1240,user236@gmail.com,500g_1kg,collector,monthly
1241,user237@gmail.com,500g_1kg,biomethanation,no
1242,user238@gmail.com,less_250g,worm_compost,monthly
1243,user239@gmail.com,250g_500g,home_compost,weekly
1244,user240@gmail.com,500g_1kg,collector,monthly
1245,user241@gmail.com,more_1kg,collector,monthly
1246,user242@gmail.com,500g_1kg,worm_compost,weekly
1247,user243@gmail.com,less_250g,community,no
1248,user244@gmail.com,250g_500g,home_compost,weekly
1249,user245@gmail.com,500g_1kg,biomethanation,daily
1250,user246@gmail.com,250g_500g,collector,weekly
1251,user247@gmail.com,500g_1kg,home_compost,no
1252,user248@gmail.com,250g_500g,community,monthly
1253,user249@gmail.com,500g_1kg,collector,daily
1254,user250@gmail.com,500g_1kg,community,daily
1255,user251@gmail.com,500g_1kg,home_compost,no
1256,user252@gmail.com,more_1kg,home_compost,weekly
1257,user253@gmail.com,500g_1kg,mixed,weekly
1258,user254@gmail.com,250g_500g,home_compost,weekly
1259,user255@gmail.com,500g_1kg,worm_compost,no
1260,user256@gmail.com,250g_500g,community,monthly
1261,user257@gmail.com,less_250g,mixed,daily
1262,user258@gmail.com,more_1kg,community,daily
1263,user259@gmail.com,500g_1kg,biomethanation,daily
1264,user260@gmail.com,500g_1kg,biomethanation,no
1265,user261@gmail.com,less_250g,mixed,weekly
1266,user262@gmail.com,500g_1kg,biomethanation,weekly
1267,user263@gmail.com,more_1kg,home_compost,daily
1268,user264@gmail.com,250g_500g,mixed,daily
1269,user265@gmail.com,250g_500g,biomethanation,no
1270,user266@gmail.com,500g_1kg,mixed,no
1271,user267@gmail.com,500g_1kg,home_compost,daily
1272,user268@gmail.com,more_1kg,community,no
1273,user269@gmail.com,less_250g,community,daily
1274,user270@gmail.com,250g_500g,mixed,monthly
1275,user271@gmail.com,500g_1kg,home_compost,weekly
1276,user272@gmail.com,250g_500g,worm_compost,no
1277,user273@gmail.com,500g_1kg,community,daily
1278,user274@gmail.com,500g_1kg,community,weekly
1279,user275@gmail.com,250g_500g,mixed,no
1280,user276@gmail.com,250g_500g,collector,monthly
1281,user277@gmail.com,500g_1kg,home_compost,weekly
1282,user278@gmail.com,500g_1kg,community,no
1283,user279@gmail.com,250g_500g,collector,monthly
1284,user280@gmail.com,250g_500g,collector,daily
1285,user281@gmail.com,500g_1kg,home_compost,weekly
1286,user282@gmail.com,500g_1kg,biomethanation,no
1287,user283@gmail.com,less_250g,community,monthly
1288,user284@gmail.com,250g_500g,community,no
1289,user285@gmail.com,500g_1kg,worm_compost,weekly
1290,user286@gmail.com,500g_1kg,collector,weekly
1291,user287@gmail.com,250g_500g,collector,no
1292,user288@gmail.com,500g_1kg,biomethanation,weekly
1293,user289@gmail.com,500g_1kg,community,monthly
1294,user290@gmail.com,500g_1kg,home_compost,weekly
1295,user291@gmail.com,250g_500g,mixed,no
1296,user292@gmail.com,500g_1kg,home_compost,daily
1297,user293@gmail.com,less_250g,home_compost,no
1298,user294@gmail.com,250g_500g,biomethanation,no
1299,user295@gmail.com,250g_500g,home_compost,daily
1300,user296@gmail.com,250g_500g,home_compost,daily
1301,user297@gmail.com,500g_1kg,community,daily
1302,user298@gmail.com,250g_500g,mixed,no
1303,user299@gmail.com,more_1kg,mixed,monthly
1304,user300@gmail.com,250g_500g,mixed,weekly
1305,user301@gmail.com,250g_500g,home_compost,no
1306,user302@gmail.com,250g_500g,home_compost,daily
1307,user303@gmail.com,250g_500g,biomethanation,daily
1308,user304@gmail.com,more_1kg,home_compost,daily
1309,user305@gmail.com,500g_1kg,community,weekly
1310,user306@gmail.com,250g_500g,mixed,no
1311,user307@gmail.com,250g_500g,mixed,daily
1312,user308@gmail.com,250g_500g,home_compost,weekly
1313,user309@gmail.com,250g_500g,community,monthly
1314,user310@gmail.com,500g_1kg,worm_compost,daily
1315,user311@gmail.com,250g_500g,worm_compost,weekly
1316,user312@gmail.com,250g_500g,collector,weekly
1317,user313@gmail.com,250g_500g,collector,monthly
1318,user314@gmail.com,250g_500g,collector,monthly
1319,user315@gmail.com,250g_500g,home_compost,no
1320,user316@gmail.com,250g_500g,home_compost,weekly
1321,user317@gmail.com,more_1kg,home_compost,daily
1322,user318@gmail.com,less_250g,collector,no
1323,user319@gmail.com,500g_1kg,mixed,no
1324,user320@gmail.com,500g_1kg,collector,no
1325,user321@gmail.com,250g_500g,mixed,no
1326,user322@gmail.com,250g_500g,mixed,weekly
1327,user323@gmail.com,500g_1kg,mixed,monthly
1328,user324@gmail.com,250g_500g,collector,daily
1329,user325@gmail.com,250g_500g,biomethanation,no
1330,user326@gmail.com,250g_500g,worm_compost,daily
1331,user327@gmail.com,250g_500g,mixed,monthly
1332,user328@gmail.com,500g_1kg,mixed,weekly
1333,user329@gmail.com,500g_1kg,worm_compost,no
1334,user330@gmail.com,more_1kg,home_compost,daily
1335,user331@gmail.com,250g_500g,home_compost,monthly
1336,user332@gmail.com,250g_500g,community,daily
1337,user333@gmail.com,250g_500g,community,daily
1338,user334@gmail.com,250g_500g,mixed,no
1339,user335@gmail.com,250g_500g,community,daily
1340,user336@gmail.com,500g_1kg,worm_compost,monthly
1341,user337@gmail.com,more_1kg,worm_compost,daily
1342,user338@gmail.com,500g_1kg,collector,daily
1343,user339@gmail.com,250g_500g,home_compost,monthly
1344,user340@gmail.com,500g_1kg,home_compost,daily
1345,user341@gmail.com,500g_1kg,collector,daily
1346,user342@gmail.com,250g_500g,community,no
1347,user343@gmail.com,250g_500g,collector,no
1348,user344@gmail.com,500g_1kg,worm_compost,weekly
1349,user345@gmail.com,500g_1kg,mixed,no
1350,user346@gmail.com,250g_500g,community,daily
1351,user347@gmail.com,500g_1kg,home_compost,monthly
1352,user348@gmail.com,250g_500g,worm_compost,daily
1353,user349@gmail.com,more_1kg,collector,no
1354,user350@gmail.com,250g_500g,biomethanation,monthly
1355,user351@gmail.com,250g_500g,collector,weekly
1356,user352@gmail.com,500g_1kg,home_compost,monthly
1357,user353@gmail.com,more_1kg,worm_compost,monthly
1358,user354@gmail.com,500g_1kg,community,daily
1359,user355@gmail.com,more_1kg,collector,weekly
1360,user356@gmail.com,more_1kg,biomethanation,monthly
1361,user357@gmail.com,250g_500g,worm_compost,no
1362,user358@gmail.com,250g_500g,biomethanation,monthly
1363,user359@gmail.com,more_1kg,collector,no
1364,user360@gmail.com,500g_1kg,mixed,weekly
1365,user361@gmail.com,more_1kg,community,monthly
1366,user362@gmail.com,500g_1kg,mixed,weekly
1367,user363@gmail.com,500g_1kg,biomethanation,monthly
1368,user364@gmail.com,250g_500g,collector,monthly
1369,user365@gmail.com,500g_1kg,biomethanation,no
1370,user366@gmail.com,less_250g,worm_compost,monthly
1371,user367@gmail.com,250g_500g,community,no
1372,user368@gmail.com,250g_500g,home_compost,no
1373,user369@gmail.com,250g_500g,community,daily
1374,user370@gmail.com,less_250g,home_compost,monthly
1375,user371@gmail.com,less_250g,home_compost,monthly
1376,user372@gmail.com,500g_1kg,mixed,daily
1377,user373@gmail.com,250g_500g,mixed,daily
1378,user374@gmail.com,500g_1kg,mixed,monthly
1379,user375@gmail.com,250g_500g,biomethanation,no
1380,user376@gmail.com,500g_1kg,biomethanation,weekly
1381,user377@gmail.com,250g_500g,biomethanation,no
1382,user378@gmail.com,250g_500g,mixed,daily
1383,user379@gmail.com,500g_1kg,worm_compost,daily
1384,user380@gmail.com,250g_500g,home_compost,no
1385,user381@gmail.com,250g_500g,mixed,weekly
1386,user382@gmail.com,250g_500g,worm_compost,no
1387,user383@gmail.com,more_1kg,worm_compost,monthly
1388,user384@gmail.com,less_250g,home_compost,weekly
1389,user385@gmail.com,less_250g,worm_compost,weekly
1390,user386@gmail.com,500g_1kg,community,no
1391,user387@gmail.com,500g_1kg,home_compost,monthly
1392,user388@gmail.com,250g_500g,biomethanation,no
1393,user389@gmail.com,more_1kg,community,no
1394,user390@gmail.com,500g_1kg,biomethanation,monthly
1395,user391@gmail.com,500g_1kg,worm_compost,no
1396,user392@gmail.com,250g_500g,mixed,no
1397,user393@gmail.com,250g_500g,community,no
1398,user394@gmail.com,250g_500g,collector,monthly
1399,user395@gmail.com,less_250g,community,no
1400,user396@gmail.com,250g_500g,mixed,no
1401,user397@gmail.com,500g_1kg,home_compost,daily
1402,user398@gmail.com,500g_1kg,mixed,daily
1403,user399@gmail.com,250g_500g,community,daily
1404,user400@gmail.com,500g_1kg,biomethanation,no
1405,user401@gmail.com,250g_500g,mixed,weekly
1406,user402@gmail.com,500g_1kg,home_compost,weekly
1407,user403@gmail.com,250g_500g,mixed,daily
1408,user404@gmail.com,500g_1kg,biomethanation,daily
1409,user405@gmail.com,500g_1kg,collector,no
1410,user406@gmail.com,250g_500g,mixed,daily
1411,user407@gmail.com,500g_1kg,worm_compost,no
1412,user408@gmail.com,500g_1kg,community,monthly
1413,user409@gmail.com,500g_1kg,collector,weekly
1414,user410@gmail.com,less_250g,home_compost,daily
1415,user411@gmail.com,500g_1kg,home_compost,no
1416,user412@gmail.com,250g_500g,community,weekly
1417,user413@gmail.com,250g_500g,mixed,weekly
1418,user414@gmail.com,500g_1kg,worm_compost,weekly
1419,user415@gmail.com,500g_1kg,mixed,no
1420,user416@gmail.com,250g_500g,mixed,monthly
1421,user417@gmail.com,250g_500g,home_compost,monthly
1422,user418@gmail.com,250g_500g,community,monthly
1423,user419@gmail.com,more_1kg,collector,monthly
1424,user420@gmail.com,less_250g,biomethanation,daily
1425,user421@gmail.com,500g_1kg,collector,daily
1426,user422@gmail.com,500g_1kg,community,no
1427,user423@gmail.com,250g_500g,mixed,no
1428,user424@gmail.com,250g_500g,community,monthly
1429,user425@gmail.com,more_1kg,collector,weekly
1430,user426@gmail.com,more_1kg,worm_compost,monthly
1431,user427@gmail.com,250g_500g,mixed,no
1432,user428@gmail.com,500g_1kg,worm_compost,daily
1433,user429@gmail.com,250g_500g,home_compost,no
1434,user430@gmail.com,250g_500g,collector,daily
1435,user431@gmail.com,250g_500g,community,monthly
1436,user432@gmail.com,250g_500g,mixed,daily
1437,user433@gmail.com,500g_1kg,collector,daily
1438,user434@gmail.com,less_250g,community,no
1439,user435@gmail.com,250g_500g,collector,monthly
1440,user436@gmail.com,250g_500g,collector,no
1441,user437@gmail.com,500g_1kg,home_compost,daily
1442,user438@gmail.com,500g_1kg,mixed,no
1443,user439@gmail.com,250g_500g,home_compost,monthly
1444,user440@gmail.com,more_1kg,biomethanation,no
1445,user441@gmail.com,500g_1kg,worm_compost,no
1446,user442@gmail.com,500g_1kg,mixed,daily
1447,user443@gmail.com,250g_500g,worm_compost,daily
1448,user444@gmail.com,250g_500g,worm_compost,weekly
1449,user445@gmail.com,250g_500g,community,daily
1450,user446@gmail.com,250g_500g,biomethanation,monthly
1451,user447@gmail.com,500g_1kg,worm_compost,monthly
1452,user448@gmail.com,500g_1kg,mixed,no
1453,user449@gmail.com,250g_500g,biomethanation,weekly
1454,user450@gmail.com,250g_500g,home_compost,daily
1455,user451@gmail.com,500g_1kg,community,daily
1456,user452@gmail.com,250g_500g,worm_compost,no
1457,user453@gmail.com,less_250g,worm_compost,weekly
1458,user454@gmail.com,more_1kg,worm_compost,daily
1459,user455@gmail.com,500g_1kg,mixed,monthly
1460,user456@gmail.com,more_1kg,mixed,no
1461,user457@gmail.com,less_250g,biomethanation,no
1462,user458@gmail.com,500g_1kg,community,daily
1463,user459@gmail.com,250g_500g,worm_compost,monthly
1464,user460@gmail.com,more_1kg,biomethanation,daily
1465,user461@gmail.com,250g_500g,worm_compost,monthly
1466,user462@gmail.com,more_1kg,collector,daily
1467,user463@gmail.com,250g_500g,mixed,weekly
1468,user464@gmail.com,250g_500g,collector,no
1469,user465@gmail.com,500g_1kg,biomethanation,daily
1470,user466@gmail.com,500g_1kg,mixed,weekly
1471,user467@gmail.com,more_1kg,worm_compost,no
1472,user468@gmail.com,250g_500g,biomethanation,weekly
1473,user469@gmail.com,less_250g,home_compost,monthly
1474,user470@gmail.com,250g_500g,biomethanation,weekly
1475,user471@gmail.com,250g_500g,home_compost,weekly
1476,user472@gmail.com,250g_500g,community,no
1477,user473@gmail.com,500g_1kg,worm_compost,weekly
1478,user474@gmail.com,more_1kg,community,daily
1479,user475@gmail.com,250g_500g,community,no
1480,user476@gmail.com,250g_500g,mixed,monthly
1481,user477@gmail.com,250g_500g,community,monthly
1482,user478@gmail.com,500g_1kg,collector,no
1483,user479@gmail.com,500g_1kg,home_compost,weekly
1484,user480@gmail.com,250g_500g,mixed,no
1485,user481@gmail.com,more_1kg,community,no
1486,user482@gmail.com,500g_1kg,mixed,monthly
1487,user483@gmail.com,250g_500g,worm_compost,daily
1488,user484@gmail.com,less_250g,biomethanation,weekly
1489,user485@gmail.com,500g_1kg,community,no
1490,user486@gmail.com,250g_500g,biomethanation,weekly
1491,user487@gmail.com,250g_500g,worm_compost,daily
1492,user488@gmail.com,500g_1kg,collector,monthly
1493,user489@gmail.com,250g_500g,collector,daily
1494,user490@gmail.com,more_1kg,collector,daily
1495,user491@gmail.com,500g_1kg,worm_compost,weekly
1496,user492@gmail.com,500g_1kg,mixed,monthly
1497,user493@gmail.com,500g_1kg,worm_compost,monthly
1498,user494@gmail.com,less_250g,biomethanation,no
1499,user495@gmail.com,500g_1kg,community,weekly
1500,user496@gmail.com,250g_500g,biomethanation,no
1501,user497@gmail.com,250g_500g,collector,monthly
1502,user498@gmail.com,250g_500g,home_compost,weekly
1503,user499@gmail.com,500g_1kg,collector,monthly
1504,user500@gmail.com,500g_1kg,biomethanation,monthly
1505,user1@gmail.com,500g_1kg,worm_compost,monthly
1506,user2@gmail.com,more_1kg,home_compost,daily
1507,user3@gmail.com,500g_1kg,mixed,monthly
1508,user4@gmail.com,500g_1kg,mixed,monthly
1509,user5@gmail.com,less_250g,mixed,daily
1510,user6@gmail.com,500g_1kg,worm_compost,weekly
1511,user7@gmail.com,250g_500g,mixed,no
1512,user8@gmail.com,500g_1kg,worm_compost,weekly
1513,user9@gmail.com,250g_500g,home_compost,no
1514,user10@gmail.com,500g_1kg,biomethanation,no
1515,user11@gmail.com,more_1kg,community,monthly
1516,user12@gmail.com,500g_1kg,biomethanation,no
1517,user13@gmail.com,500g_1kg,worm_compost,daily
1518,user14@gmail.com,250g_500g,home_compost,daily
1519,user15@gmail.com,500g_1kg,biomethanation,no
1520,user16@gmail.com,500g_1kg,worm_compost,monthly
1521,user17@gmail.com,500g_1kg,community,daily
1522,user18@gmail.com,500g_1kg,biomethanation,monthly
1523,user19@gmail.com,more_1kg,community,no
1524,user20@gmail.com,500g_1kg,biomethanation,no
1525,user21@gmail.com,250g_500g,community,monthly
1526,user22@gmail.com,500g_1kg,worm_compost,monthly
1527,user23@gmail.com,250g_500g,worm_compost,no
1528,user24@gmail.com,500g_1kg,mixed,no
1529,user25@gmail.com,500g_1kg,mixed,no
1530,user26@gmail.com,500g_1kg,worm_compost,monthly
1531,user27@gmail.com,250g_500g,home_compost,monthly
1532,user28@gmail.com,500g_1kg,mixed,no
1533,user29@gmail.com,500g_1kg,community,monthly
1534,user30@gmail.com,500g_1kg,home_compost,no
1535,user31@gmail.com,250g_500g,collector,weekly
1536,user32@gmail.com,250g_500g,mixed,monthly
1537,user33@gmail.com,more_1kg,community,weekly
1538,user34@gmail.com,500g_1kg,collector,daily
1539,user35@gmail.com,500g_1kg,home_compost,daily
1540,user36@gmail.com,500g_1kg,mixed,no
