id,user_email,old_devices,batteries,disposal_method
723,user218@gmail.com,1,1-2,recycle
724,user219@gmail.com,4,6+,recycle
725,user220@gmail.com,3,none,sell
726,user221@gmail.com,4,6+,sell
727,user222@gmail.com,4,6+,recycle
728,user223@gmail.com,4,none,recycle
729,user224@gmail.com,0,3-5,store
730,user225@gmail.com,3,6+,trash
731,user226@gmail.com,4,6+,sell
732,user227@gmail.com,0,3-5,store
733,user228@gmail.com,1,none,trash
734,user229@gmail.com,2,6+,sell
735,user230@gmail.com,2,none,sell
736,user231@gmail.com,2,1-2,recycle
737,user232@gmail.com,2,6+,sell
738,user233@gmail.com,4,1-2,trash
739,user234@gmail.com,4,3-5,trash
740,user235@gmail.com,2,1-2,trash
741,user236@gmail.com,4,1-2,sell
742,user237@gmail.com,2,none,store
743,user238@gmail.com,3,3-5,sell
744,user239@gmail.com,3,6+,store
745,user240@gmail.com,1,3-5,sell
746,user241@gmail.com,1,6+,sell
747,user242@gmail.com,2,none,store
748,user243@gmail.com,2,3-5,recycle
749,user244@gmail.com,0,6+,recycle
750,user245@gmail.com,0,none,trash
751,user246@gmail.com,2,1-2,recycle
752,user247@gmail.com,0,none,sell
753,user248@gmail.com,1,1-2,trash
754,user249@gmail.com,4,none,sell
755,user250@gmail.com,2,3-5,trash
756,user251@gmail.com,1,6+,recycle
757,user252@gmail.com,1,6+,trash
758,user253@gmail.com,3,3-5,sell
759,user254@gmail.com,1,1-2,recycle
760,user255@gmail.com,3,6+,trash
761,user256@gmail.com,4,3-5,store
762,user257@gmail.com,2,none,trash
763,user258@gmail.com,2,none,sell
764,user259@gmail.com,3,3-5,recycle
765,user260@gmail.com,3,6+,sell
766,user261@gmail.com,4,1-2,trash
767,user262@gmail.com,2,1-2,store
768,user263@gmail.com,4,none,sell
769,user264@gmail.com,2,3-5,recycle
770,user265@gmail.com,2,none,sell
771,user266@gmail.com,0,none,trash
772,user267@gmail.com,2,3-5,sell
773,user268@gmail.com,4,6+,recycle
774,user269@gmail.com,1,1-2,sell
775,user270@gmail.com,4,none,recycle
776,user271@gmail.com,2,1-2,sell
777,user272@gmail.com,4,6+,sell
778,user273@gmail.com,1,none,store
779,user274@gmail.com,2,none,recycle
780,user275@gmail.com,0,none,trash
781,user276@gmail.com,3,6+,sell
782,user277@gmail.com,0,1-2,sell
783,user278@gmail.com,0,none,sell
784,user279@gmail.com,3,1-2,recycle
785,user280@gmail.com,4,3-5,sell
786,user281@gmail.com,4,1-2,sell
787,user282@gmail.com,1,6+,recycle
788,user283@gmail.com,4,1-2,sell
789,user284@gmail.com,2,3-5,recycle
790,user285@gmail.com,1,3-5,trash
791,user286@gmail.com,2,3-5,sell
792,user287@gmail.com,4,1-2,trash
793,user288@gmail.com,2,3-5,store
794,user289@gmail.com,1,6+,trash
795,user290@gmail.com,2,6+,recycle
796,user291@gmail.com,3,6+,store
797,user292@gmail.com,0,none,sell
798,user293@gmail.com,4,1-2,recycle
799,user294@gmail.com,1,1-2,sell
800,user295@gmail.com,4,none,sell
801,user296@gmail.com,4,1-2,recycle
802,user297@gmail.com,2,none,trash
803,user298@gmail.com,3,1-2,store
804,user299@gmail.com,4,1-2,recycle
805,user300@gmail.com,0,none,trash
806,user301@gmail.com,0,none,store
807,user302@gmail.com,1,none,trash
808,user303@gmail.com,1,3-5,sell
809,user304@gmail.com,4,1-2,sell
810,user305@gmail.com,3,6+,store
811,user306@gmail.com,4,1-2,sell
812,user307@gmail.com,2,6+,trash
813,user308@gmail.com,0,6+,trash
814,user309@gmail.com,3,1-2,recycle
815,user310@gmail.com,2,3-5,recycle
816,user311@gmail.com,3,none,recycle
817,user312@gmail.com,3,3-5,recycle
818,user313@gmail.com,2,3-5,sell
819,user314@gmail.com,2,3-5,sell
820,user315@gmail.com,3,3-5,store
821,user316@gmail.com,2,6+,recycle
822,user317@gmail.com,0,1-2,recycle
823,user318@gmail.com,1,1-2,recycle
824,user319@gmail.com,2,3-5,store
825,user320@gmail.com,3,3-5,recycle
826,user321@gmail.com,2,none,sell
827,user322@gmail.com,0,3-5,trash
828,user323@gmail.com,1,1-2,sell
829,user324@gmail.com,1,1-2,recycle
830,user325@gmail.com,3,6+,trash
831,user326@gmail.com,1,1-2,recycle
832,user327@gmail.com,3,6+,store
833,user328@gmail.com,1,none,sell
834,user329@gmail.com,2,3-5,trash
835,user330@gmail.com,2,3-5,sell
836,user331@gmail.com,4,3-5,recycle
837,user332@gmail.com,1,6+,store
838,user333@gmail.com,0,3-5,recycle
839,user334@gmail.com,3,3-5,recycle
840,user335@gmail.com,3,1-2,recycle
841,user336@gmail.com,0,6+,store
842,user337@gmail.com,0,1-2,trash
843,user338@gmail.com,0,1-2,sell
844,user339@gmail.com,1,3-5,trash
845,user340@gmail.com,4,6+,store
846,user341@gmail.com,1,1-2,recycle
847,user342@gmail.com,0,3-5,trash
848,user343@gmail.com,1,none,store
849,user344@gmail.com,0,1-2,sell
850,user345@gmail.com,4,none,sell
851,user346@gmail.com,0,6+,trash
852,user347@gmail.com,1,none,recycle
853,user348@gmail.com,0,6+,trash
854,user349@gmail.com,2,3-5,store
855,user350@gmail.com,2,none,sell
856,user351@gmail.com,2,6+,store
857,user352@gmail.com,3,1-2,sell
858,user353@gmail.com,1,3-5,store
859,user354@gmail.com,0,none,store
860,user355@gmail.com,1,none,store
861,user356@gmail.com,0,none,sell
862,user357@gmail.com,2,1-2,sell
863,user358@gmail.com,3,none,trash
864,user359@gmail.com,3,none,store
865,user360@gmail.com,0,none,trash
866,user361@gmail.com,4,none,recycle
867,user362@gmail.com,4,none,recycle
868,user363@gmail.com,0,3-5,trash
869,user364@gmail.com,1,3-5,sell
870,user365@gmail.com,2,1-2,recycle
871,user366@gmail.com,2,6+,sell
872,user367@gmail.com,1,3-5,recycle
873,user368@gmail.com,4,3-5,recycle
874,user369@gmail.com,4,1-2,sell
875,user370@gmail.com,3,6+,store
876,user371@gmail.com,3,3-5,trash
877,user372@gmail.com,1,3-5,recycle
878,user373@gmail.com,2,none,trash
879,user374@gmail.com,4,3-5,sell
880,user375@gmail.com,0,1-2,sell
881,user376@gmail.com,2,3-5,recycle
882,user377@gmail.com,4,3-5,trash
883,user378@gmail.com,4,3-5,recycle
884,user379@gmail.com,2,none,trash
885,user380@gmail.com,3,none,recycle
886,user381@gmail.com,4,none,recycle
887,user382@gmail.com,0,none,sell
888,user383@gmail.com,4,3-5,recycle
889,user384@gmail.com,4,3-5,recycle
890,user385@gmail.com,2,none,trash
891,user386@gmail.com,0,none,recycle
892,user387@gmail.com,4,3-5,sell
893,user388@gmail.com,1,1-2,sell
894,user389@gmail.com,1,none,recycle
895,user390@gmail.com,1,1-2,trash
896,user391@gmail.com,2,3-5,recycle
897,user392@gmail.com,1,3-5,store
898,user393@gmail.com,1,6+,store
899,user394@gmail.com,4,3-5,recycle
900,user395@gmail.com,4,3-5,store
901,user396@gmail.com,3,6+,sell
902,user397@gmail.com,0,6+,trash
903,user398@gmail.com,4,3-5,store
904,user399@gmail.com,2,3-5,trash
905,user400@gmail.com,3,6+,recycle
906,user401@gmail.com,3,3-5,sell
907,user402@gmail.com,0,1-2,recycle
908,user403@gmail.com,1,1-2,sell
909,user404@gmail.com,2,none,recycle
910,user405@gmail.com,2,6+,trash
911,user406@gmail.com,3,3-5,sell
912,user407@gmail.com,0,3-5,recycle
913,user408@gmail.com,2,1-2,recycle
914,user409@gmail.com,0,none,recycle
915,user410@gmail.com,0,3-5,sell
916,user411@gmail.com,4,6+,trash
917,user412@gmail.com,4,none,recycle
918,user413@gmail.com,0,6+,trash
919,user414@gmail.com,2,6+,sell
920,user415@gmail.com,0,6+,sell
921,user416@gmail.com,4,none,store
922,user417@gmail.com,1,3-5,sell
923,user418@gmail.com,2,3-5,recycle
924,user419@gmail.com,0,none,recycle
925,user420@gmail.com,0,1-2,trash
926,user421@gmail.com,2,none,sell
927,user422@gmail.com,0,3-5,store
928,user423@gmail.com,1,3-5,store
929,user424@gmail.com,1,none,recycle
930,user425@gmail.com,0,1-2,sell
931,user426@gmail.com,2,6+,trash
932,user427@gmail.com,2,3-5,sell
933,user428@gmail.com,1,3-5,sell
934,user429@gmail.com,2,6+,store
935,user430@gmail.com,0,3-5,sell
936,user431@gmail.com,2,1-2,recycle
937,user432@gmail.com,4,none,recycle
938,user433@gmail.com,1,none,sell
939,user434@gmail.com,0,1-2,recycle
940,user435@gmail.com,4,6+,recycle
941,user436@gmail.com,1,3-5,sell
942,user437@gmail.com,2,3-5,trash
943,user438@gmail.com,2,3-5,sell
944,user439@gmail.com,3,1-2,recycle
945,user440@gmail.com,2,none,trash
946,user441@gmail.com,0,1-2,sell
947,user442@gmail.com,1,3-5,recycle
948,user443@gmail.com,3,6+,sell
949,user444@gmail.com,2,3-5,trash
950,user445@gmail.com,0,1-2,store
951,user446@gmail.com,3,3-5,sell
952,user447@gmail.com,2,6+,store
953,user448@gmail.com,0,6+,sell
954,user449@gmail.com,4,1-2,recycle
955,user450@gmail.com,4,1-2,recycle
956,user451@gmail.com,4,6+,sell
957,user452@gmail.com,3,3-5,trash
958,user453@gmail.com,1,none,recycle
959,user454@gmail.com,3,3-5,trash
960,user455@gmail.com,0,none,sell
961,user456@gmail.com,3,6+,recycle
962,user457@gmail.com,0,none,trash
963,user458@gmail.com,2,3-5,recycle
964,user459@gmail.com,4,1-2,trash
965,user460@gmail.com,2,1-2,trash
966,user461@gmail.com,0,3-5,recycle
967,user462@gmail.com,2,6+,trash
968,user463@gmail.com,3,1-2,trash
969,user464@gmail.com,4,none,trash
970,user465@gmail.com,0,3-5,store
971,user466@gmail.com,2,3-5,store
972,user467@gmail.com,0,6+,recycle
973,user468@gmail.com,2,1-2,recycle
974,user469@gmail.com,1,none,sell
975,user470@gmail.com,0,1-2,trash
976,user471@gmail.com,3,none,sell
977,user472@gmail.com,2,1-2,store
978,user473@gmail.com,2,3-5,recycle
979,user474@gmail.com,0,3-5,sell
980,user475@gmail.com,4,none,trash
981,user476@gmail.com,1,none,store
982,user477@gmail.com,3,none,sell
983,user478@gmail.com,2,1-2,trash
984,user479@gmail.com,3,none,recycle
985,user480@gmail.com,0,none,store
986,user481@gmail.com,1,3-5,recycle
987,user482@gmail.com,3,none,recycle
988,user483@gmail.com,3,3-5,sell
989,user484@gmail.com,4,none,recycle
990,user485@gmail.com,4,3-5,store
991,user486@gmail.com,0,3-5,sell
992,user487@gmail.com,3,none,sell
993,user488@gmail.com,3,3-5,store
994,user489@gmail.com,1,6+,trash
995,user490@gmail.com,1,3-5,store
996,user491@gmail.com,3,1-2,trash
997,user492@gmail.com,4,6+,store
998,user493@gmail.com,0,3-5,recycle
999,user494@gmail.com,3,none,trash
1000,user495@gmail.com,2,none,store
1001,user496@gmail.com,4,none,sell
1002,user497@gmail.com,4,6+,recycle
1003,user498@gmail.com,2,none,sell
1004,user499@gmail.com,1,6+,store
1005,user500@gmail.com,0,none,trash
1006,user1@gmail.com,1,3-5,store
1007,user2@gmail.com,0,3-5,recycle
1008,user3@gmail.com,1,3-5,store
1009,user4@gmail.com,0,none,store
1010,user5@gmail.com,2,1-2,trash
1011,user6@gmail.com,4,1-2,sell
1012,user7@gmail.com,2,none,recycle
1013,user8@gmail.com,2,6+,trash
1014,user9@gmail.com,3,3-5,recycle
1015,user10@gmail.com,3,none,trash
1016,user11@gmail.com,1,none,sell
1017,user12@gmail.com,0,none,recycle
1018,user13@gmail.com,0,3-5,store
1019,user14@gmail.com,0,none,sell
1020,user15@gmail.com,2,none,trash
1021,user16@gmail.com,4,1-2,sell
1022,user17@gmail.com,1,1-2,trash
1023,user18@gmail.com,3,1-2,sell
1024,user19@gmail.com,3,6+,recycle
1025,user20@gmail.com,4,1-2,recycle
1026,user21@gmail.com,4,none,trash
1027,user22@gmail.com,3,6+,sell
1028,user23@gmail.com,2,none,recycle
1029,user24@gmail.com,1,3-5,recycle
1030,user25@gmail.com,0,6+,store
1031,user26@gmail.com,3,3-5,trash
1032,user27@gmail.com,0,3-5,recycle
1033,user28@gmail.com,0,1-2,store
1034,user29@gmail.com,4,none,trash
1035,user30@gmail.com,3,1-2,store
1036,user31@gmail.com,2,none,sell
1037,user32@gmail.com,3,3-5,trash
1038,user33@gmail.com,4,1-2,sell
1039,user34@gmail.com,2,3-5,recycle
1040,user35@gmail.com,4,3-5,store
1041,user36@gmail.com,1,none,sell
1042,user37@gmail.com,3,6+,recycle
1043,user38@gmail.com,4,1-2,store
1044,user39@gmail.com,4,3-5,recycle
1045,user40@gmail.com,0,1-2,recycle
1046,user41@gmail.com,0,1-2,recycle
1047,user42@gmail.com,1,6+,store
1048,user43@gmail.com,4,none,store
1049,user44@gmail.com,3,6+,recycle
1050,user45@gmail.com,1,3-5,recycle
1051,user46@gmail.com,1,1-2,sell
1052,user47@gmail.com,0,3-5,store
1053,user48@gmail.com,3,1-2,sell
1054,user49@gmail.com,3,none,recycle
1055,user50@gmail.com,2,1-2,recycle
1056,user51@gmail.com,1,6+,recycle
1057,user52@gmail.com,0,3-5,sell
1058,user53@gmail.com,1,6+,sell
1059,user54@gmail.com,4,6+,recycle
1060,user55@gmail.com,3,none,recycle
1061,user56@gmail.com,2,1-2,recycle
1062,user57@gmail.com,2,3-5,trash
1063,user58@gmail.com,4,6+,store
1064,user59@gmail.com,3,3-5,sell
1065,user60@gmail.com,0,none,sell
1066,user61@gmail.com,4,1-2,sell
1067,user62@gmail.com,3,1-2,recycle
1068,user63@gmail.com,3,6+,store
1069,user64@gmail.com,1,none,recycle
1070,user65@gmail.com,4,1-2,store
1071,user66@gmail.com,3,3-5,trash
1072,user67@gmail.com,2,6+,trash
1073,user68@gmail.com,0,1-2,trash
1074,user69@gmail.com,1,1-2,recycle
1075,user70@gmail.com,1,none,sell
1076,user71@gmail.com,1,1-2,trash
1077,user72@gmail.com,4,6+,trash
1078,user73@gmail.com,4,1-2,store
1079,user74@gmail.com,3,3-5,trash
1080,user75@gmail.com,1,6+,store
1081,user76@gmail.com,2,none,trash
1082,user77@gmail.com,2,6+,store
1083,user78@gmail.com,0,3-5,recycle
1084,user79@gmail.com,3,1-2,trash
1085,user80@gmail.com,3,none,trash
1086,user81@gmail.com,0,1-2,trash
1087,user82@gmail.com,0,none,trash
1088,user83@gmail.com,1,none,recycle
1089,user84@gmail.com,3,6+,recycle
1090,user85@gmail.com,2,6+,recycle
1091,user86@gmail.com,0,3-5,trash
1092,user87@gmail.com,0,1-2,trash
1093,user88@gmail.com,1,1-2,recycle
1094,user89@gmail.com,0,6+,recycle
1095,user90@gmail.com,3,1-2,trash
1096,user91@gmail.com,0,6+,recycle
1097,user92@gmail.com,1,1-2,trash
1098,user93@gmail.com,3,6+,trash
1099,user94@gmail.com,1,6+,trash
1100,user95@gmail.com,0,1-2,store
1101,user96@gmail.com,1,1-2,store
1102,user97@gmail.com,4,3-5,sell
1103,user98@gmail.com,1,3-5,recycle
1104,user99@gmail.com,1,none,trash
1105,user100@gmail.com,3,6+,recycle
1106,user101@gmail.com,4,1-2,sell
1107,user102@gmail.com,2,3-5,recycle
1108,user103@gmail.com,0,3-5,recycle
1109,user104@gmail.com,3,1-2,sell
1110,user105@gmail.com,0,3-5,sell
1111,user106@gmail.com,1,1-2,trash
1112,user107@gmail.com,0,3-5,trash
1113,user108@gmail.com,2,3-5,trash
1114,user109@gmail.com,1,3-5,trash
1115,user110@gmail.com,0,3-5,sell
1116,user111@gmail.com,2,1-2,sell
1117,user112@gmail.com,1,3-5,recycle
1118,user113@gmail.com,4,none,recycle
1119,user114@gmail.com,1,6+,store
1120,user115@gmail.com,0,none,sell
1121,user116@gmail.com,2,3-5,recycle
1122,user117@gmail.com,4,1-2,sell
1123,user118@gmail.com,0,6+,trash
1124,user119@gmail.com,1,6+,trash
1125,user120@gmail.com,3,3-5,sell
1126,user121@gmail.com,4,3-5,recycle
1127,user122@gmail.com,4,none,recycle
1128,user123@gmail.com,4,1-2,trash
1129,user124@gmail.com,3,3-5,trash
1130,user125@gmail.com,3,3-5,recycle
1131,user126@gmail.com,0,6+,sell
1132,user127@gmail.com,2,1-2,trash
1133,user128@gmail.com,3,6+,trash
1134,user129@gmail.com,1,1-2,store
1135,user130@gmail.com,2,1-2,recycle
1136,user131@gmail.com,2,3-5,recycle
1137,user132@gmail.com,3,none,sell
1138,user133@gmail.com,4,3-5,store
1139,user134@gmail.com,1,1-2,recycle
1140,user135@gmail.com,0,1-2,sell
1141,user136@gmail.com,1,1-2,store
1142,user137@gmail.com,0,1-2,trash
1143,user138@gmail.com,4,3-5,store
1144,user139@gmail.com,2,3-5,sell
1145,user140@gmail.com,0,1-2,recycle
1146,user141@gmail.com,4,1-2,recycle
1147,user142@gmail.com,4,1-2,sell
1148,user143@gmail.com,3,6+,sell
1149,user144@gmail.com,3,none,store
1150,user145@gmail.com,1,none,sell
1151,user146@gmail.com,4,none,recycle
1152,user147@gmail.com,3,1-2,trash
1153,user148@gmail.com,3,3-5,sell
1154,user149@gmail.com,1,1-2,trash
1155,user150@gmail.com,3,3-5,store
1156,user151@gmail.com,3,3-5,trash
1157,user152@gmail.com,2,1-2,store
1158,user153@gmail.com,1,6+,store
1159,user154@gmail.com,0,1-2,store
1160,user155@gmail.com,2,3-5,store
1161,user156@gmail.com,0,none,store
1162,user157@gmail.com,2,none,store
1163,user158@gmail.com,3,1-2,store
1164,user159@gmail.com,3,6+,trash
1165,user160@gmail.com,3,none,trash
1166,user161@gmail.com,2,6+,sell
1167,user162@gmail.com,3,1-2,sell
1168,user163@gmail.com,3,none,trash
1169,user164@gmail.com,0,1-2,trash
1170,user165@gmail.com,0,none,sell
1171,user166@gmail.com,4,1-2,recycle
1172,user167@gmail.com,1,6+,store
1173,user168@gmail.com,2,none,store
1174,user169@gmail.com,4,6+,trash
1175,user170@gmail.com,3,none,trash
1176,user171@gmail.com,0,1-2,sell
1177,user172@gmail.com,1,1-2,store
1178,user173@gmail.com,4,3-5,trash
1179,user174@gmail.com,2,3-5,store
1180,user175@gmail.com,2,none,recycle
1181,user176@gmail.com,2,1-2,recycle
1182,user177@gmail.com,4,6+,sell
1183,user178@gmail.com,3,6+,store
1184,user179@gmail.com,4,3-5,trash
1185,user180@gmail.com,2,none,store
1186,user181@gmail.com,4,6+,trash
1187,user182@gmail.com,0,6+,recycle
1188,user183@gmail.com,4,none,sell
1189,user184@gmail.com,0,3-5,recycle
1190,user185@gmail.com,1,none,store
1191,user186@gmail.com,2,3-5,recycle
1192,user187@gmail.com,1,3-5,sell
1193,user188@gmail.com,2,none,store
1194,user189@gmail.com,3,none,recycle
1195,user190@gmail.com,3,1-2,sell
1196,user191@gmail.com,2,1-2,store
1197,user192@gmail.com,1,3-5,sell
1198,user193@gmail.com,1,none,recycle
1199,user194@gmail.com,0,1-2,sell
1200,user195@gmail.com,4,none,sell
1201,user196@gmail.com,0,6+,trash
1202,user197@gmail.com,1,6+,sell
1203,user198@gmail.com,3,1-2,sell
1204,user199@gmail.com,3,6+,recycle
1205,user200@gmail.com,1,1-2,store
1206,user201@gmail.com,1,3-5,store
1207,user202@gmail.com,1,1-2,recycle
1208,user203@gmail.com,2,none,store
1209,user204@gmail.com,3,none,recycle
1210,user205@gmail.com,0,6+,recycle
1211,user206@gmail.com,4,3-5,sell
1212,user207@gmail.com,1,6+,recycle
1213,user208@gmail.com,0,6+,trash
1214,user209@gmail.com,0,3-5,recycle
1215,user210@gmail.com,1,3-5,trash
1216,user211@gmail.com,4,none,recycle
1217,user212@gmail.com,1,3-5,sell
1218,user213@gmail.com,2,none,store
1219,user214@gmail.com,3,none,trash
1220,user215@gmail.com,0,3-5,trash
1221,user216@gmail.com,2,1-2,recycle
1222,user217@gmail.com,4,none,trash
1223,user218@gmail.com,2,none,trash
1224,user219@gmail.com,1,1-2,trash
1225,user220@gmail.com,0,6+,store
1226,user221@gmail.com,2,1-2,trash
1227,user222@gmail.com,1,3-5,store
1228,user223@gmail.com,0,none,store
1229,user224@gmail.com,0,6+,store
1230,user225@gmail.com,4,3-5,sell
1231,user226@gmail.com,4,none,store
1232,user227@gmail.com,4,none,recycle
1233,user228@gmail.com,0,1-2,store
1234,user229@gmail.com,2,none,recycle
1235,user230@gmail.com,1,1-2,sell
1236,user231@gmail.com,1,6+,store
1237,user232@gmail.com,1,1-2,trash
1238,user233@gmail.com,0,1-2,recycle
1239,user234@gmail.com,3,3-5,trash
1240,user235@gmail.com,3,none,store
1241,user236@gmail.com,3,1-2,store
1242,user237@gmail.com,1,1-2,trash
1243,user238@gmail.com,1,none,sell
1244,user239@gmail.com,3,1-2,recycle
1245,user240@gmail.com,3,none,store
1246,user241@gmail.com,3,none,store
1247,user242@gmail.com,0,1-2,recycle
1248,user243@gmail.com,3,1-2,store
1249,user244@gmail.com,2,1-2,sell
1250,user245@gmail.com,3,none,sell
1251,user246@gmail.com,3,1-2,recycle
1252,user247@gmail.com,4,3-5,sell
1253,user248@gmail.com,0,1-2,trash
1254,user249@gmail.com,4,3-5,sell
1255,user250@gmail.com,1,6+,sell
1256,user251@gmail.com,3,1-2,store
1257,user252@gmail.com,2,3-5,store
1258,user253@gmail.com,2,1-2,trash
1259,user254@gmail.com,0,none,sell
1260,user255@gmail.com,4,none,store
1261,user256@gmail.com,4,1-2,recycle
1262,user257@gmail.com,3,6+,recycle
1263,user258@gmail.com,2,1-2,recycle
1264,user259@gmail.com,3,none,trash
1265,user260@gmail.com,1,1-2,sell
1266,user261@gmail.com,2,6+,recycle
1267,user262@gmail.com,3,3-5,sell
1268,user263@gmail.com,4,6+,recycle
1269,user264@gmail.com,3,6+,sell
1270,user265@gmail.com,2,3-5,store
1271,user266@gmail.com,1,none,recycle
1272,user267@gmail.com,3,none,store
1273,user268@gmail.com,3,3-5,store
1274,user269@gmail.com,0,6+,trash
1275,user270@gmail.com,3,none,sell
1276,user271@gmail.com,4,none,sell
1277,user272@gmail.com,0,3-5,trash
1278,user273@gmail.com,4,3-5,sell
1279,user274@gmail.com,2,3-5,recycle
1280,user275@gmail.com,4,1-2,sell
1281,user276@gmail.com,1,none,sell
1282,user277@gmail.com,4,3-5,store
1283,user278@gmail.com,3,1-2,store
1284,user279@gmail.com,4,3-5,store
1285,user280@gmail.com,2,6+,sell
1286,user281@gmail.com,4,1-2,trash
1287,user282@gmail.com,1,6+,sell
1288,user283@gmail.com,1,6+,sell
1289,user284@gmail.com,0,1-2,store
1290,user285@gmail.com,1,3-5,recycle
1291,user286@gmail.com,4,none,recycle
1292,user287@gmail.com,4,3-5,sell
1293,user288@gmail.com,4,none,store
1294,user289@gmail.com,0,none,store
1295,user290@gmail.com,0,1-2,recycle
1296,user291@gmail.com,2,3-5,recycle
1297,user292@gmail.com,1,1-2,store
1298,user293@gmail.com,3,3-5,recycle
1299,user294@gmail.com,1,1-2,recycle
1300,user295@gmail.com,1,6+,recycle
1301,user296@gmail.com,3,none,store
1302,user297@gmail.com,1,1-2,store
1303,user298@gmail.com,2,none,recycle
1304,user299@gmail.com,3,1-2,sell
1305,user300@gmail.com,3,none,recycle
1306,user301@gmail.com,4,6+,trash
1307,user302@gmail.com,3,none,recycle
1308,user303@gmail.com,1,1-2,sell
1309,user304@gmail.com,2,3-5,sell
1310,user305@gmail.com,0,3-5,recycle
1311,user306@gmail.com,4,6+,store
1312,user307@gmail.com,3,1-2,recycle
1313,user308@gmail.com,4,3-5,recycle
1314,user309@gmail.com,2,3-5,sell
1315,user310@gmail.com,0,1-2,trash
1316,user311@gmail.com,0,none,sell
1317,user312@gmail.com,4,none,trash
1318,user313@gmail.com,1,3-5,store
1319,user314@gmail.com,3,6+,sell
1320,user315@gmail.com,3,3-5,store
1321,user316@gmail.com,1,none,sell
1322,user317@gmail.com,4,6+,recycle
1323,user318@gmail.com,2,6+,store
1324,user319@gmail.com,2,1-2,trash
1325,user320@gmail.com,0,3-5,recycle
1326,user321@gmail.com,3,1-2,trash
1327,user322@gmail.com,0,3-5,store
1328,user323@gmail.com,1,3-5,store
1329,user324@gmail.com,0,none,trash
1330,user325@gmail.com,2,none,sell
1331,user326@gmail.com,2,6+,trash
1332,user327@gmail.com,3,none,store
1333,user328@gmail.com,2,3-5,store
1334,user329@gmail.com,3,none,trash
1335,user330@gmail.com,0,none,store
1336,user331@gmail.com,1,3-5,trash
1337,user332@gmail.com,4,1-2,store
1338,user333@gmail.com,0,3-5,trash
1339,user334@gmail.com,1,6+,trash
1340,user335@gmail.com,0,none,recycle
1341,user336@gmail.com,0,3-5,sell
1342,user337@gmail.com,3,none,trash
1343,user338@gmail.com,4,6+,sell
1344,user339@gmail.com,3,none,recycle
1345,user340@gmail.com,3,3-5,store
1346,user341@gmail.com,4,none,sell
1347,user342@gmail.com,2,1-2,trash
1348,user343@gmail.com,4,none,store
1349,user344@gmail.com,2,1-2,trash
1350,user345@gmail.com,0,3-5,recycle
1351,user346@gmail.com,2,3-5,recycle
1352,user347@gmail.com,1,none,sell
1353,user348@gmail.com,0,1-2,recycle
1354,user349@gmail.com,2,6+,store
1355,user350@gmail.com,4,3-5,store
1356,user351@gmail.com,0,1-2,recycle
1357,user352@gmail.com,3,none,trash
1358,user353@gmail.com,3,6+,sell
1359,user354@gmail.com,0,3-5,store
1360,user355@gmail.com,0,1-2,recycle
1361,user356@gmail.com,4,3-5,trash
1362,user357@gmail.com,0,1-2,trash
1363,user358@gmail.com,3,1-2,trash
1364,user359@gmail.com,0,none,trash
1365,user360@gmail.com,2,3-5,trash
1366,user361@gmail.com,4,none,store
1367,user362@gmail.com,3,none,trash
1368,user363@gmail.com,1,3-5,store
1369,user364@gmail.com,4,6+,sell
1370,user365@gmail.com,2,6+,store
1371,user366@gmail.com,4,3-5,trash
1372,user367@gmail.com,1,none,trash
1373,user368@gmail.com,0,3-5,recycle
1374,user369@gmail.com,0,6+,store
1375,user370@gmail.com,3,1-2,recycle
1376,user371@gmail.com,4,3-5,recycle
1377,user372@gmail.com,0,6+,store
1378,user373@gmail.com,3,none,trash
1379,user374@gmail.com,4,none,store
1380,user375@gmail.com,0,6+,recycle
1381,user376@gmail.com,3,1-2,store
1382,user377@gmail.com,4,3-5,recycle
1383,user378@gmail.com,4,6+,trash
1384,user379@gmail.com,2,6+,recycle
1385,user380@gmail.com,2,1-2,trash
1386,user381@gmail.com,2,6+,trash
1387,user382@gmail.com,0,3-5,recycle
1388,user383@gmail.com,1,6+,sell
1389,user384@gmail.com,3,1-2,store
1390,user385@gmail.com,1,3-5,store
1391,user386@gmail.com,1,1-2,recycle
1392,user387@gmail.com,0,6+,sell
1393,user388@gmail.com,2,1-2,trash
1394,user389@gmail.com,3,3-5,recycle
1395,user390@gmail.com,3,none,trash
1396,user391@gmail.com,0,none,trash
1397,user392@gmail.com,4,6+,recycle
1398,user393@gmail.com,1,1-2,recycle
1399,user394@gmail.com,0,3-5,store
1400,user395@gmail.com,3,3-5,recycle
1401,user396@gmail.com,2,3-5,store
1402,user397@gmail.com,4,6+,store
1403,user398@gmail.com,0,1-2,trash
1404,user399@gmail.com,0,3-5,recycle
1405,user400@gmail.com,3,none,sell
1406,user401@gmail.com,3,1-2,trash
1407,user402@gmail.com,1,1-2,store
1408,user403@gmail.com,4,6+,trash
1409,user404@gmail.com,4,1-2,store
1410,user405@gmail.com,2,1-2,store
1411,user406@gmail.com,3,1-2,sell
1412,user407@gmail.com,4,3-5,sell
1413,user408@gmail.com,0,1-2,recycle
1414,user409@gmail.com,4,6+,store
1415,user410@gmail.com,2,3-5,recycle
1416,user411@gmail.com,0,1-2,store
1417,user412@gmail.com,1,1-2,recycle
1418,user413@gmail.com,1,6+,store
1419,user414@gmail.com,4,none,recycle
1420,user415@gmail.com,1,1-2,recycle
1421,user416@gmail.com,2,6+,trash
1422,user417@gmail.com,2,6+,recycle
